kanji,ka_name,ka_examples,onyomi,kunyomi,nanori,english,jlpt,strokes,usage_freq_2500,grade,radicals
造,zou-tsuku(ru),"[ [ ""造花（ぞうか）"", ""artificial flowers"" ], [ ""造船（ぞうせん）"", ""shipbuilding"" ], [ ""構造（こうぞう）"", ""structure, construction"" ], [ ""木造（もくぞう）"", ""wooden, made of wood"" ], [ ""人造湖（じんぞうこ）"", ""artificial lake"" ], [ ""創造する（そうぞうする）"", ""create"" ], [ ""改造する（かいぞうする）"", ""remodel"" ], [ ""製造する（せいぞうする）"", ""manufacture, produce"" ], [ ""造る（つくる）"", ""make, create, manufacture"" ], [ ""酒造り（さけづくり）"", ""sake brewing"" ] ]",ゾウ,"つく.る, つく.り, -づく.り","ずくり, づくり, み","create, make, structure, physique",2.0,10.0,429.0,5.0,"ノ, 口, 込, 土"
我,ga-ware,"[ [ ""我流（がりゅう）"", ""one's own style"" ], [ ""我欲（がよく）"", ""selfishness"" ], [ ""自我（じが）"", ""self, ego"" ], [ ""無我（むが）"", ""selflessness"" ], [ ""怪我（けが）"", ""injury"" ], [ ""我慢する（がまんする）"", ""endure, put up with"" ], [ ""我（われ）"", ""I, self, oneself, ego"" ], [ ""我々（われわれ）"", ""we"" ], [ ""我が家（わがや）"", ""our house, our home"" ], [ ""我が国（わがくに）"", ""our country, our land"" ] ]",ガ,"われ, わ, わ.が-, わが-","あ, あが, か","ego, I, selfish, our, oneself",1.0,7.0,829.0,6.0,"亅, 戈, 手"
去,kyo-sa(ru),"[ [ ""去年（きょねん）"", ""last year"" ], [ ""去来する（きょらいする）"", ""come and go"" ], [ ""退去する（たいきょする）"", ""depart, leave"" ], [ ""死去する（しきょする）"", ""pass away, die"" ], [ ""過去（かこ）"", ""the past"" ], [ ""去る（さる）"", ""leave, go away"" ] ]","キョ, コ","さ.る, -さ.る",い,"gone, past, quit, leave, elapse, eliminate, divorce",3.0,5.0,440.0,3.0,"土, 厶"
巨,kyo(daina),"[ [ ""巨人（きょじん）"", ""giant"" ], [ ""巨岩（きょがん）"", ""huge rock, crag"" ], [ ""巨視的な（きょしてきな）"", ""macroscopic"" ], [ ""巨大な（きょだいな）"", ""enormous, colossal"" ] ]",キョ,,"おお, か, こ, なお","gigantic, big, large, great",2.0,5.0,892.0,8.0,"匚, 巨"
並,hei-nara(bu),"[ [ ""並列する（へいれつする）"", ""stand in a row"" ], [ ""並（なみ）"", ""common, ordinary, average"" ], [ ""並木（なみき）"", ""row of trees"" ], [ ""並外れる（なみはずれる）"", ""out of the ordinary"" ], [ ""町並み（まちなみ）"", ""stores and houses on a street"" ], [ ""軒並み（のきなみ）"", ""row of houses, at every door"" ], [ ""人並み（ひとなみ）"", ""average, ordinary"" ], [ ""月並みな（つきなみな）"", ""trite, commonplace, hackneyed"" ], [ ""並べる（ならべる）"", ""line up [v.t.]"" ], [ ""並ぶ（ならぶ）"", ""line up [v.i.]"" ], [ ""並びに（ならびに）"", ""and"" ] ]","ヘイ, ホウ","な.み, なみ, なら.べる, なら.ぶ, なら.びに",なび,"row, and, besides, as well as, line up, rank with, rival, equal",2.0,8.0,599.0,6.0,"｜, 一, 二, 并"
坂,saka,"[ [ ""登坂する（とはんする）"", ""climb a hill"" ], [ ""坂（さか）"", ""slope hill"" ], [ ""坂道（さかみち）"", ""hill road"" ], [ ""上り坂（のぼりざか）"", ""uphill, upgrade"" ], [ ""下り坂（くだりざか）"", ""downhill, downgrade"" ] ]",ハン,さか,"か, ざ","slope, incline, hill",2.0,7.0,865.0,3.0,"土, 又, 厂"
匹,(nan)hiki,"[ [ ""匹敵する（ひってきする）"", ""match, be equal to"" ], [ ""一匹（いっぴき）"", ""1 (animal)"" ], [ ""三匹（さんびき）"", ""3 (animals)"" ], [ ""六匹（ろっぴき）"", ""6 (animals)"" ], [ ""八匹（はっぴき）"", ""8 (animals)"" ], [ ""十匹（じゅっぴき）"", ""10 (animals)"" ], [ ""何匹（なんびき）"", ""how many animals"" ] ]",ヒツ,ひき,,"equal, head, counter for small animals, roll of cloth",2.0,4.0,1384.0,8.0,"儿, 匚"
緑,ryoku-midori,"[ [ ""緑茶（りょくちゃ）"", ""green tea, Japanese tea"" ], [ ""新緑（しんりょく）"", ""fresh verdure"" ], [ ""葉緑素（ようりょくそ）"", ""chlorophyl"" ], [ ""緑青（ろくしょう）"", ""copper rust, verdigris"" ], [ ""緑（みどり）"", ""greenery"" ], [ ""緑色（みどりいろ）"", ""green"" ] ]","リョク, ロク",みどり,,green,2.0,14.0,1180.0,3.0,"ヨ, 糸, 幺, 小, 水, 隶"
植,u(waru),"[ [ ""植物（しょくぶつ）"", ""plant, vegetation"" ], [ ""植物園（しょくぶつえん）"", ""botanical garden"" ], [ ""植民地（しょくみんち）"", ""colony"" ], [ ""臓器移植（ぞうきいしょく）"", ""organ transplant"" ], [ ""移植する（いしょくする）"", ""transplant, implant"" ], [ ""入植する（にゅうしょくする）"", ""settle, immigrate"" ], [ ""植える（うえる）"", ""plant, grow [v.t.]"" ], [ ""植木（うえき）"", ""garden shrubs, potted plant"" ], [ ""田植え（たうえ）"", ""rice planting"" ], [ ""植わる（うわる）"", ""be planted [v.i.]"" ] ]",ショク,"う.える, う.わる","うえ, え, げ",plant,2.0,12.0,699.0,3.0,"十, 木, 目"
脈,myaku,"[ [ ""脈（みゃく）"", ""pulse"" ], [ ""脈拍（みゃくはく）"", ""pulse, pulsation"" ], [ ""脈絡（みゃくらく）"", ""chain of reasoning, coherence"" ], [ ""文脈（ぶんみゃく）"", ""context"" ], [ ""動脈（どうみゃく）"", ""artery"" ], [ ""静脈（じょうみゃく）"", ""vein"" ], [ ""山脈（さんみゃく）"", ""mountain range"" ], [ ""葉脈（ようみゃく）"", ""veins of a leaf"" ], [ ""不整脈（ふせいみゃく）"", ""irregular pulse, arrhythmia"" ], [ ""乱脈な（らんみゃくな）"", ""chaotic, disorderly"" ] ]",ミャク,すじ,,"vein, pulse, hope",1.0,10.0,1477.0,5.0,"斤, 月, 厂"
設,(ken)setsu,"[ [ ""設備（せつび）"", ""equipment, facilities"" ], [ ""施設（しせつ）"", ""institution, facility"" ], [ ""私設（しせつ）"", ""private"" ], [ ""設計する（せっけいする）"", ""plan, design"" ], [ ""設定する（せっていする）"", ""establish, set up"" ], [ ""設立する（せつりつする）"", ""establish, found, organize"" ], [ ""設置する（せっちする）"", ""establish, found"" ], [ ""創設する（そうせつする）"", ""establish, found"" ], [ ""開設する（かいせつする）"", ""establish, open"" ], [ ""建設する（けんせつする）"", ""build, establish, construct"" ], [ ""設ける（もうける）"", ""create, establish"" ] ]",セツ,もう.ける,した,"establishment, provision, prepare",2.0,11.0,145.0,5.0,"言, 殳, 几, 又"
築,kizu(ku),"[ [ ""建築（けんちく）"", ""construction, architecture"" ], [ ""建築家（けんちくか）"", ""architect"" ], [ ""築城する（ちくじょうする）"", ""fortify, construct a castle"" ], [ ""新築する（しんちくする）"", ""build, construct"" ], [ ""増築する（ぞうちくする）"", ""build an addition"" ], [ ""改築する（かいちくする）"", ""rebuild, reconstruct"" ], [ ""構築する（こうちくする）"", ""build, construct"" ], [ ""築く（きずく）"", ""build, construct"" ], [ ""*築山（つきやま）"", ""artificial hill (in a garden)"" ], [ ""*築地（つきじ）"", ""Tsukiji (place name)"" ] ]",チク,きず.く,"つい, つき, つく, づき","fabricate, build, construct",2.0,16.0,821.0,5.0,"工, 竹, 木, 丶, 几"
局,(yuubin)kyoku,"[ [ ""局長（きょくちょう）"", ""bureau director, office chief"" ], [ ""局面（きょくめん）"", ""checkerboard, aspect, situation"" ], [ ""破局（はきょく）"", ""catastrophe, cataclysm"" ], [ ""戦局（せんきょく）"", ""the state of the war"" ], [ ""政局（せいきょく）"", ""political situation"" ], [ ""結局（けっきょく）"", ""after all, eventually"" ], [ ""薬局（やっきょく）"", ""pharmacy, drugstore"" ], [ ""水道局（すいどうきょく）"", ""water bureau or department"" ], [ ""郵便局（ゆうびんきょく）"", ""post office"" ], [ ""放送局（ほうそうきょく）"", ""broadcasting office"" ], [ ""局地的な（きょくちてきな）"", ""local"" ], [ ""局限する（きょくげんする）"", ""limit, localize"" ] ]",キョク,つぼね,,"bureau, board, office, affair, conclusion, court lady, lady-in-waiting, her apartment",2.0,7.0,286.0,3.0,"口, 尸"
温,on(sen),"[ [ ""温度（おんど）"", ""temperature"" ], [ ""温度計（おんどけい）"", ""thermometer"" ], [ ""温室（おんしつ）"", ""greenhouse"" ], [ ""温泉（おんせん）"", ""spa, hot spring, onsen"" ], [ ""気温（きおん）"", ""air temperature"" ], [ ""体温（たいおん）"", ""body temperature"" ], [ ""温暖な（おんだんな）"", ""warm, mild, temperate"" ], [ ""温和な（おんわな）"", ""gentle, mild, mild-tempered"" ], [ ""保温する（ほおんする）"", ""retain warmth, keep in heat"" ], [ ""温める（あたためる）"", ""warm, heat up [v.t.]"" ], [ ""温まる（あたたまる）"", ""warm up [v.i.]"" ], [ ""温かい（あたたかい）"", ""warm [adj.]"" ] ]",オン,"あたた.か, あたた.かい, あたた.まる, あたた.める, ぬく","あつ, あつし, なお, はる, ゆ, ゆたか",warm,2.0,12.0,838.0,3.0,"皿, 汁, 日"
華,(gou)ka,"[ [ ""華道（かどう）"", ""flower arrangement"" ], [ ""華氏（かし）"", ""Fahrenheit"" ], [ ""中華料理（ちゅうかりょうり）"", ""Chinese food"" ], [ ""華麗な（かれいな）"", ""splendid, magnificent"" ], [ ""華美な（かびな）"", ""splendid, showy, gaudy"" ], [ ""豪華な（ごうかな）"", ""gorgeous, luxurious"" ], [ ""法華経（ほけきょう）"", ""the Lotus Sutra"" ], [ ""華（はな）"", ""flower, essence"" ], [ ""華やかな（はなやかな）"", ""flowery, flamboyant"" ], [ ""華々しい（はなばなしい）"", ""spectacular, brilliant, glorious"" ] ]","カ, ケ",はな,わ,"splendor, flower, petal, shine, luster, ostentatious, showy, gay, gorgeous",1.0,10.0,1085.0,8.0,"｜, 一, 艾"
氏,shi-uji,"[ [ ""氏名（しめい）"", ""full name, identity"" ], [ ""氏族（しぞく）"", ""clan, family"" ], [ ""田中氏（たなかし）"", ""Mr. Tanaka"" ], [ ""彼氏（かれし）"", ""boyfriend"" ], [ ""摂氏（せっし）"", ""Centigrade, Celsius"" ], [ ""華氏（かし）"", ""Fahrenheit"" ], [ ""氏（うじ）"", ""lineage, family, Mr."" ], [ ""氏神（うじがみ）"", ""Shinto god, patron god"" ], [ ""氏素性（うじすじょう）"", ""(a person's) family background"" ] ]",シ,"うじ, -うじ",,"family name, surname, clan",1.0,4.0,84.0,4.0,氏
算,san(suu),"[ [ ""算数（さんすう）"", ""arithmetic"" ], [ ""採算（さいさん）"", ""profit"" ], [ ""暗算（あんざん）"", ""mental arithmetic"" ], [ ""予算（よさん）"", ""estimate, budget"" ], [ ""足し算（たしざん）"", ""addition"" ], [ ""引き算（ひきざん）"", ""subtraction"" ], [ ""計算する（けいさんする）"", ""calculate, reckon"" ], [ ""概算する（がいさんする）"", ""approximate, estimate"" ], [ ""精算する（せいさんする）"", ""adjust a fare, settle up"" ], [ ""換算する（かんさんする）"", ""convert, change"" ] ]",サン,そろ,,"calculate, divining, number, abacus, probability",2.0,14.0,361.0,2.0,"竹, 目, 廾, 乞"
円,en-maru,"[ [ ""千円（せんえん）"", ""a thousand yen"" ], [ ""円高（えんだか）"", ""strong yen"" ], [ ""円安（えんやす）"", ""cheap yen"" ], [ ""円満な（えんまんな）"", ""peaceful"" ], [ ""円滑な（えんかつな）"", ""smooth"" ], [ ""円い（まるい）"", ""round"" ] ]",エン,"まる.い, まる, まど, まど.か, まろ.やか","つぶら, のぶ, まどか, みつ","circle, yen, round",4.0,4.0,69.0,1.0,"冂, 亠, 一, ｜"
邪,ja(akuna),"[ [ ""邪心（じゃしん）"", ""malice, evil intentions"" ], [ ""邪道な（じゃどうな）"", ""heresy, the course of evil"" ], [ ""邪魔な（じゃまな）"", ""obstructive, burdensome"" ], [ ""邪悪な（じゃあくな）"", ""wicked, evil"" ], [ ""無邪気な（むじゃきな）"", ""innocent, simple"" ], [ ""邪魔する（じゃまする）"", ""get in the way, be a nuisance"" ], [ ""*風邪（かぜ）"", ""a cold (as in an illness)"" ] ]",ジャ,よこし.ま,,"wicked, injustice, wrong",1.0,8.0,1612.0,8.0,"牙, 邦"
軽,karu(i),"[ [ ""軽傷（けいしょう）"", ""minor injury"" ], [ ""軽食（けいしょく）"", ""light meal"" ], [ ""軽工業（けいこうぎょう）"", ""light industry"" ], [ ""軽率な（けいそつな）"", ""rash, impulsive, careless"" ], [ ""軽薄な（けいはくな）"", ""frivolous, superficial"" ], [ ""軽快な（けいかいな）"", ""rhythmical, casual, light, nimble"" ], [ ""軽視する（けいしする）"", ""despise, slight, ignore, neglect"" ], [ ""軽減する（けいげんする）"", ""lighten, lessen, abate [v.i.]"" ], [ ""軽い（かるい）"", ""light, minor, not serious"" ], [ ""気軽な（きがるな）"", ""cheerful, buoyant, lighthearted"" ], [ ""手軽な（てがるな）"", ""easy, simple, informal, offhand"" ], [ ""軽やかな（かろやかな）"", ""light, airy, easy"" ] ]","ケイ, キョウ, キン","かる.い, かろ.やか, かろ.んじる",,"lightly, trifling, unimportant",3.0,12.0,790.0,3.0,"車, 土, 又"
絡,kara(maru),"[ [ ""脈絡（みゃくらく）"", ""chain of reasoning, logic"" ], [ ""短絡的な（たんらくてきな）"", ""over-abbreviated, simplistic"" ], [ ""連絡する（れんらくする）"", ""notify, communicate, contact"" ], [ ""絡む（からむ）"", ""become entangled with [v.i.]"" ], [ ""絡める（からめる）"", ""entwine [v.t.]"" ], [ ""絡まる（からまる）"", ""get caught in, entwine [v.i.]"" ] ]",ラク,"から.む, から.まる",,"entwine, coil around, get caught in",2.0,12.0,806.0,8.0,"口, 糸, 幺, 小, 夂"
毛,mou(fu),"[ [ ""毛布（もうふ）"", ""blanket"" ], [ ""毛筆（もうひつ）"", ""(writing) brush"" ], [ ""羽毛（うもう）"", ""feathers, plumage, down,"" ], [ ""羊毛（ようもう）"", ""wool,"" ], [ ""純毛（じゅんもう）"", ""100 % wool"" ], [ ""不毛（ふもう）"", ""sterile, barren, unproductive [n.]"" ], [ ""毛（け）"", ""hair, fur"" ], [ ""毛糸（けいと）"", ""knitting wool"" ], [ ""髪の毛（かみのけ）"", ""hair (on the head)"" ], [ ""鼻毛（はなげ）"", ""nose hair"" ], [ ""赤毛（あかげ）"", ""red hair"" ] ]",モウ,け,"めん, も","fur, hair, feather, down",2.0,4.0,1179.0,2.0,毛
布,nuno,"[ [ ""布団（ふとん）"", ""bedding, futon"" ], [ ""毛布（もうふ）"", ""blanket"" ], [ ""財布（さいふ）"", ""purse, wallet"" ], [ ""湿布（しっぷ）"", ""compress, poultice"" ], [ ""布告する（ふこくする）"", ""proclaim, declare"" ], [ ""布教する（ふきょうする）"", ""propagate (a religion)"" ], [ ""配布する（はいふする）"", ""distribute [v.t.]"" ], [ ""流布する（るふする）"", ""circulate, spread (a rumor) [v.i.]"" ], [ ""分布する（ぶんぷする）"", ""distribute [v.i.]"" ], [ ""布（ぬの）"", ""cloth"" ], [ ""布地（ぬのじ）"", ""cloth, fabric"" ] ]","フ, ホ","ぬの, し.く, きれ","う, の, ほ","linen, cloth, spread, distribute",2.0,5.0,877.0,5.0,"ノ, 一, 巾"
仮,ka(men),"[ [ ""仮名（かな）"", ""kana (hiragana, katakana)"" ], [ ""仮名（かめい）"", ""pseudonym"" ], [ ""仮面（かめん）"", ""mask, disguise"" ], [ ""仮説（かせつ）"", ""hypothesis, supposition"" ], [ ""仮装（かそう）"", ""fancy dress, masquerade"" ], [ ""仮眠する（かみんする）"", ""nap, doze [v.i.]"" ], [ ""仮定する（かていする）"", ""assume, suppose, presume"" ], [ ""仮病（けびょう）"", ""feigned illness"" ], [ ""仮に（かりに）"", ""temporarily, provisionally"" ], [ ""仮住まい（かりずまい）"", ""temporary residence"" ], [ ""仮契約（かりけいやく）"", ""provisional contract"" ] ]","カ, ケ","かり, かり-",,"sham, temporary, interim, assumed (name), informal",2.0,6.0,1039.0,5.0,"化, 又, 厂"
狂,kuru(u),"[ [ ""狂気（きょうき）"", ""madness"" ], [ ""狂人（きょうじん）"", ""lunatic, madman"" ], [ ""狂言（きょうげん）"", ""Noh farce"" ], [ ""狂犬病（きょうけんびょう）"", ""rabies, hydrophobia"" ], [ ""発狂する（はっきょうする）"", ""go mad, lose one's mind"" ], [ ""狂う（くるう）"", ""go mad, get out of order [v.i.]"" ], [ ""狂わす（くるわす）"", ""drive mad, disrupt [v.t.]"" ], [ ""狂おしい（くるおしい）"", ""mad, crazy, distraught [adj.]"" ] ]",キョウ,"くる.う, くる.おしい, くるお.しい",,"lunatic, insane, crazy, confuse",1.0,7.0,1425.0,8.0,"王, 犯"
障,shou-sawa(ru),"[ [ ""障子（しょうじ）"", ""paper sliding door"" ], [ ""障壁（しょうへき）"", ""enclosing wall, barrier"" ], [ ""障害（しょうがい）"", ""obstacle, impediment, damage"" ], [ ""障害者（しょうがいしゃ）"", ""handicapped person"" ], [ ""支障（ししょう）"", ""obstacle, hindrance, impediment"" ], [ ""保障する（ほしょうする）"", ""guarantee, secure"" ], [ ""故障する（こしょうする）"", ""break down, be out of order"" ], [ ""障る（さわる）"", ""hinder, interfere, offend [v.i.]"" ], [ ""差し障り（さしさわり）"", ""offense, hindrance"" ] ]",ショウ,さわ.る,,"hinder, hurt, harm",1.0,14.0,742.0,6.0,"音, 十, 日, 立, 阡"
